name,Country,Region,Municipality,latitude,longitude
Crater Lake-Klamath Regional Airport,US,US-OR,Klamath Falls,43.9792797,-120.737257
Hunt Field,US,US-WY,Lander,35.2667067,-89.1613591
Lincoln Airport,US,US-NE,Lincoln,41.7370229,-99.5873816
Lancaster Airport,US,US-PA,Lancaster,40.9699889,-77.7278831
Derby Field,US,US-NV,Lovelock,39.5158825,-116.8537227
Bowman Field,US,US-KY,Louisville,37.5726028,-85.1551411
London-Corbin Airport/Magee Field,US,US-KY,London,37.5726028,-85.1551411
Laredo International Airport,US,US-TX,Laredo,31.8160381,-99.5120986
Little Rock Air Force Base,US,US-AR,Jacksonville,35.2048883,-92.4479108
Las Cruces International Airport,US,US-NM,Las Cruces,34.5708167,-105.993007
La Crosse Municipal Airport,US,US-WI,La Crosse,44.4308975,-89.6884637
Lawson Army Air Field (Fort Benning),US,US-GA,Fort Benning(Columbus),32.3293809,-83.1137366
Nellis Air Force Base,US,US-NV,Las Vegas,39.5158825,-116.8537227
Altus Air Force Base,US,US-OK,Altus,34.9550817,-97.2684063
Luke Air Force Base,US,US-AZ,Glendale,34.395342,-111.7632755
Cincinnati Municipal Airport Lunken Field,US,US-OH,Cincinnati,40.2253569,-82.6881395
Mission Field,US,US-MT,Livingston,47.3752671,-109.6387579
Las Vegas Municipal Airport,US,US-NM,Las Vegas,34.5708167,-105.993007
Greenbrier Valley Airport,US,US-WV,Lewisburg,38.4758406,-80.8408415
Lawrence Municipal Airport,US,US-MA,Lawrence,42.3788774,-72.032366
Lewiston Nez Perce County Airport,US,US-ID,Lewiston,43.6447642,-114.0154071
Lewistown Municipal Airport,US,US-MT,Lewistown,47.3752671,-109.6387579
Lynchburg Regional Preston Glenn Field,US,US-VA,Lynchburg,37.1232245,-78.4927721
Midland International Airport,US,US-TX,Midland,31.8160381,-99.5120986
Mobridge Municipal Airport,US,US-SD,Mobridge,44.6471761,-100.348761
MBS International Airport,US,US-MI,Saginaw,43.6211955,-84.6824346
Mc Comb/Pike County Airport/John E Lewis Field,US,US-MS,Mc Comb,32.9715645,-89.7348497
Mc Clellan Airfield,US,US-CA,Sacramento,36.7014631,-118.7559974
Merced Regional Macready Field,US,US-CA,Merced,36.7014631,-118.7559974
Mac Dill Air Force Base,US,US-FL,Tampa,27.7567667,-81.4639835
Kansas City International Airport,US,US-MO,Kansas City,38.7604815,-92.5617875
Mc Cook Ben Nelson Regional Airport,US,US-NE,Mc Cook,41.7370229,-99.5873816
Middle Georgia Regional Airport,US,US-GA,Macon,32.3293809,-83.1137366
Orlando International Airport,US,US-FL,Orlando,27.7567667,-81.4639835
Mason City Municipal Airport,US,US-IA,Mason City,63.2125326,63.6201068
Southern Illinois Airport,US,US-IL,Carbondale/Murphysboro,39.7837304,-100.4458825
Harrisburg International Airport,US,US-PA,Harrisburg,40.9699889,-77.7278831
Chicago Midway International Airport,US,US-IL,Chicago,39.7837304,-100.4458825
Key Field,US,US-MS,Meridian,32.9715645,-89.7348497
Memphis International Airport,US,US-TN,Memphis,35.7730076,-86.2820081
Castle Airport,US,US-CA,Merced,36.7014631,-118.7559974
Mansfield Lahm Regional Airport,US,US-OH,Mansfield,40.2253569,-82.6881395
Mc Allen Miller International Airport,US,US-TX,Mc Allen,31.8160381,-99.5120986
Rogue Valley International Medford Airport,US,US-OR,Medford,43.9792797,-120.737257
Dobbins Air Reserve Base,US,US-GA,Marietta,32.3293809,-83.1137366
Montgomery Regional (Dannelly Field) Airport,US,US-AL,Montgomery,33.2588817,-86.8295337
Morgantown Municipal Walter L. Bill Hart Field,US,US-WV,Morgantown,38.4758406,-80.8408415
Manhattan Regional Airport,US,US-KS,Manhattan,38.27312,-98.5821872
Sacramento Mather Airport,US,US-CA,Sacramento,36.7014631,-118.7559974
Manchester-Boston Regional Airport,US,US-NH,Manchester,43.4849133,-71.6553992
Miami International Airport,US,US-FL,Miami,27.7567667,-81.4639835
Minot Air Force Base,US,US-ND,Minot,47.6201461,-100.540737
Delaware County Johnson Field,US,US-IN,Muncie,43.9117351,-69.8079214
Millville Municipal Airport,US,US-NJ,Millville,40.0757384,-74.4041622
Charles B. Wheeler Downtown Airport,US,US-MO,Kansas City,38.7604815,-92.5617875
General Mitchell International Airport,US,US-WI,Milwaukee,44.4308975,-89.6884637
Muskegon County Airport,US,US-MI,Muskegon,43.6211955,-84.6824346
McKellar-Sipes Regional Airport,US,US-TN,Jackson,35.7730076,-86.2820081
Melbourne International Airport,US,US-FL,Melbourne,27.7567667,-81.4639835
Mc Alester Regional Airport,US,US-OK,Mc Alester,34.9550817,-97.2684063
Quad City International Airport,US,US-IL,Moline,39.7837304,-100.4458825
Frank Wiley Field,US,US-MT,Miles City,47.3752671,-109.6387579
Monroe Regional Airport,US,US-LA,Monroe,39.7837304,-100.4458825
Mc Entire Joint National Guard Base,US,US-SC,Eastover,33.6874388,-80.4363743
Morristown Municipal Airport,US,US-NJ,Morristown,40.0757384,-74.4041622
Mc Minnville Municipal Airport,US,US-OR,Mc Minnville,43.9792797,-120.737257
Mobile Regional Airport,US,US-AL,Mobile,33.2588817,-86.8295337
Modesto City Co-Harry Sham Field,US,US-CA,Modesto,36.7014631,-118.7559974
Minot International Airport,US,US-ND,Minot,47.6201461,-100.540737
Edward F Knapp State Airport,US,US-VT,Barre/Montpelier,44.5990718,-72.5002608
Smyrna Airport,US,US-TN,Smyrna,35.7730076,-86.2820081
Eastern WV Regional Airport/Shepherd Field,US,US-WV,Martinsburg,38.4758406,-80.8408415
Monterey Peninsula Airport,US,US-CA,Monterey,36.7014631,-118.7559974
Northwest Alabama Regional Airport,US,US-AL,Muscle Shoals,33.2588817,-86.8295337
Dane County Regional Truax Field,US,US-WI,Madison,44.4308975,-89.6884637
Missoula International Airport,US,US-MT,Missoula,47.3752671,-109.6387579
Minneapolis-St Paul International/Wold-Chamberlain Airport,US,US-MN,Minneapolis,45.9896587,-94.6113288
Massena International Richards Field,US,US-NY,Massena,43.1561681,-75.8449946
Louis Armstrong New Orleans International Airport,US,US-LA,New Orleans,39.7837304,-100.4458825
Selfridge Air National Guard Base Airport,US,US-MI,Mount Clemens,43.6211955,-84.6824346
The Florida Keys Marathon Airport,US,US-FL,Marathon,27.7567667,-81.4639835
Montrose Regional Airport,US,US-CO,Montrose,38.7251776,-105.6077167
Martin State Airport,US,US-MD,Baltimore,39.5162234,-76.9382069
Muir Army Air Field (Fort Indiantown Gap) Airport,US,US-PA,Fort Indiantown Gap(Annville),40.9699889,-77.7278831
Mountain Home Air Force Base,US,US-ID,Mountain Home,43.6447642,-114.0154071
Grant County International Airport,US,US-WA,Moses Lake,47.2868352,-120.2126139
Maxwell Air Force Base,US,US-AL,Montgomery,33.2588817,-86.8295337
McCall Municipal Airport,US,US-ID,McCall,43.6447642,-114.0154071
Myrtle Beach International Airport,US,US-SC,Myrtle Beach,33.6874388,-80.4363743
Yuba County Airport,US,US-CA,Marysville,36.7014631,-118.7559974
Beaufort MCAS - Merritt Field,US,US-SC,Beaufort,33.6874388,-80.4363743
New Orleans NAS JRB/Alvin Callender Field,US,US-LA,New Orleans,39.7837304,-100.4458825
New River MCAS /H/ /Mccutcheon Fld/ Airport,US,US-NC,Jacksonville,35.6729639,-79.0392919
Whiting Field Naval Air Station South Airport,US,US-FL,Milton,27.7567667,-81.4639835
Lakehurst Maxfield Field Airport,US,US-NJ,Lakehurst,40.0757384,-74.4041622
Lakefront Airport,US,US-LA,New Orleans,39.7837304,-100.4458825
Camp Pendleton MCAS (Munn Field) Airport,US,US-CA,Oceanside,36.7014631,-118.7559974
Fallon Naval Air Station,US,US-NV,Fallon,39.5158825,-116.8537227
NAS Fort Worth JRB/Carswell Field,US,US-TX,Fort Worth,31.8160381,-99.5120986
Corpus Christi Naval Air Station/Truax Field,US,US-TX,Corpus Christi,31.8160381,-99.5120986
Norfolk Naval Station (Chambers Field),US,US-VA,Norfolk,37.1232245,-78.4927721
Patuxent River Naval Air Station (Trapnell Field),US,US-MD,Patuxent River,39.5162234,-76.9382069
Brunswick Executive Airport,US,US-ME,Brunswick,45.709097,-68.8590201
China Lake Naws (Armitage Field) Airport,US,US-CA,China Lake,36.7014631,-118.7559974
Jacksonville Naval Air Station (Towers Field),US,US-FL,Jacksonville,27.7567667,-81.4639835
El Centro NAF Airport (Vraciu Field),US,US-CA,El Centro,36.7014631,-118.7559974
Cherry Point MCAS /Cunningham Field/,US,US-NC,Cherry Point,35.6729639,-79.0392919
Miramar Marine Corps Air Station - Mitscher Field,US,US-CA,San Diego,36.7014631,-118.7559974
Lemoore Naval Air Station (Reeves Field) Airport,US,US-CA,Lemoore,36.7014631,-118.7559974
Meridian Naval Air Station,US,US-MS,Meridian,32.9715645,-89.7348497
Pensacola Naval Air Station/Forrest Sherman Field,US,US-FL,Pensacola,27.7567667,-81.4639835
Millington-Memphis Airport,US,US-TN,Millington,35.7730076,-86.2820081
Kingsville Naval Air Station,US,US-TX,Kingsville,31.8160381,-99.5120986
Naval Air Station Key West/Boca Chica Field,US,US-FL,Key West,27.7567667,-81.4639835
Naval Station Mayport (Admiral David L. Mcdonald Field),US,US-FL,Mayport,27.7567667,-81.4639835
Whiting Field Naval Air Station - North,US,US-FL,Milton,27.7567667,-81.4639835
Point Mugu Naval Air Station (Naval Base Ventura Co),US,US-CA,Point Mugu,36.7014631,-118.7559974
Oceana Naval Air Station,US,US-VA,Virginia Beach,37.1232245,-78.4927721
Moffett Federal Airfield,US,US-CA,Mountain View,36.7014631,-118.7559974
Whidbey Island Naval Air Station (Ault Field),US,US-WA,Oak Harbor,47.2868352,-120.2126139
Twentynine Palms (Self) Airport,US,US-CA,Twentynine Palms,36.7014631,-118.7559974
Quantico MCAF /Turner field,US,US-VA,Quantico,37.1232245,-78.4927721
Yuma MCAS/Yuma International Airport,US,US-AZ,Yuma,34.395342,-111.7632755
North Island Naval Air Station-Halsey Field,US,US-CA,San Diego,36.7014631,-118.7559974
Albert J Ellis Airport,US,US-NC,Jacksonville,35.6729639,-79.0392919
Metropolitan Oakland International Airport,US,US-CA,Oakland,36.7014631,-118.7559974
Offutt Air Force Base,US,US-NE,Omaha,41.7370229,-99.5873816
Karl Stefan Memorial Airport,US,US-NE,Norfolk,41.7370229,-99.5873816
Orangeburg Municipal Airport,US,US-SC,Orangeburg,33.6874388,-80.4363743
Ogden Hinckley Airport,US,US-UT,Ogden,39.4225192,-111.7143584
Will Rogers World Airport,US,US-OK,Oklahoma City,34.9550817,-97.2684063
L M Clayton Airport,US,US-MT,Wolf Point,47.3752671,-109.6387579
Olympia Regional Airport,US,US-WA,Olympia,47.2868352,-120.2126139
Nogales International Airport,US,US-AZ,Nogales,34.395342,-111.7632755
Columbus Municipal Airport,US,US-NE,Columbus,41.7370229,-99.5873816
Eppley Airfield,US,US-NE,Omaha,41.7370229,-99.5873816
Newport Municipal Airport,US,US-OR,Newport,43.9792797,-120.737257
Ontario International Airport,US,US-CA,Ontario,36.7014631,-118.7559974
Miami-Opa Locka Executive Airport,US,US-FL,Miami,27.7567667,-81.4639835
Quonset State Airport,US,US-RI,North Kingstown,,
Chicago O'Hare International Airport,US,US-IL,Chicago,39.7837304,-100.4458825
Norfolk International Airport,US,US-VA,Norfolk,37.1232245,-78.4927721
Worcester Regional Airport,US,US-MA,Worcester,42.3788774,-72.032366
Wittman Regional Airport,US,US-WI,Oshkosh,44.4308975,-89.6884637
The Ohio State University Airport - Don Scott Field,US,US-OH,Columbus,40.2253569,-82.6881395
Southwest Oregon Regional Airport,US,US-OR,North Bend,43.9792797,-120.737257
Ottumwa Regional Airport,US,US-IA,Ottumwa,63.2125326,63.6201068
Owensboro Daviess County Airport,US,US-KY,Owensboro,,
Norwood Memorial Airport,US,US-MA,Norwood,42.3788774,-72.032366
Oxnard Airport,US,US-CA,Oxnard,36.7014631,-118.7559974
Cairns AAF (Fort Rucker) Air Field,US,US-AL,Fort Rucker/Ozark,33.2588817,-86.8295337
Haeju Airfield,KP,KP-05,Haeju,52.75675475,-1.47891949462898
Kwaksan Air Base,KP,KP-03,Kwaksan,39.2011886,125.67582
Koksan Air Base,KP,KP-06,Koksan,52.75675475,-1.47891949462898
Hwangju Airbase,KP,KP-06,Hwangju,52.75675475,-1.47891949462898
Pukchang Air Base,KP,KP-02,Sunchon,39.2007906,125.6759771
Toksan Air Base,KP,KP-08,TÃ…Âksan-dong,52.75675475,-1.47891949462898
Orang Airport,KP,KP-09,Hoemun-ri,52.75675475,-1.47891949462898
Hwangsuwon Airbase,KP,KP-10,Kimhyonggwon,54.237071,64.719131
Changjin Air Force Base,KP,KP-08,Changjin,52.75675475,-1.47891949462898
Riwon Airbase,KP,KP-08,Riwon-gun,52.75675475,-1.47891949462898
Kwail Air Base,KP,KP-05,Kwail,52.75675475,-1.47891949462898
Uthachi Highway Strip Airport,KP,KP-01,,39.2003876,125.6761362
Koksan 2 Highway Strip,KP,KP-06,Koksan,52.75675475,-1.47891949462898
Snohomish County (Paine Field) Airport,US,US-WA,Everett,47.2868352,-120.2126139
Barkley Regional Airport,US,US-KY,Paducah,37.5726028,-85.1551411
Tyndall Air Force Base,US,US-FL,Panama City,27.7567667,-81.4639835
"Pine Bluff Regional Airport, Grider Field",US,US-AR,Pine Bluff,35.2048883,-92.4479108
Plattsburgh International Airport,US,US-NY,Plattsburgh,43.1561681,-75.8449946
Palm Beach International Airport,US,US-FL,West Palm Beach,27.7567667,-81.4639835
DeKalb Peachtree Airport,US,US-GA,Atlanta,32.3293809,-83.1137366
Eastern Oregon Regional At Pendleton Airport,US,US-OR,Pendleton,43.9792797,-120.737257
Portland International Airport,US,US-OR,Portland,43.9792797,-120.737257
Page Municipal Airport,US,US-AZ,Page,34.395342,-111.7632755
Pitt Greenville Airport,US,US-NC,Greenville,35.6729639,-79.0392919
Newport News Williamsburg International Airport,US,US-VA,Newport News,37.1232245,-78.4927721
Philadelphia International Airport,US,US-PA,Philadelphia,40.9699889,-77.7278831
Phoenix Sky Harbor International Airport,US,US-AZ,Phoenix,34.395342,-111.7632755
General Wayne A. Downing Peoria International Airport,US,US-IL,Peoria,39.7837304,-100.4458825
Hattiesburg Laurel Regional Airport,US,US-MS,Hattiesburg/Laurel,32.9715645,-89.7348497
St Petersburg Clearwater International Airport,US,US-FL,St Petersburg-Clearwater,27.7567667,-81.4639835
Pocatello Regional Airport,US,US-ID,Pocatello,43.6447642,-114.0154071
Pierre Regional Airport,US,US-SD,Pierre,44.6471761,-100.348761
Pittsburgh International Airport,US,US-PA,Pittsburgh,40.9699889,-77.7278831
Mid Ohio Valley Regional Airport,US,US-WV,Parkersburg,38.4758406,-80.8408415
Pellston Regional Airport of Emmet County Airport,US,US-MI,Pellston,43.6211955,-84.6824346
Palmdale Regional/USAF Plant 42 Airport,US,US-CA,Palmdale,36.7014631,-118.7559974
Ralph Wenz Field,US,US-WY,Pinedale,35.2667067,-89.1613591
Ponca City Regional Airport,US,US-OK,Ponca City,34.9550817,-97.2684063
Northeast Philadelphia Airport,US,US-PA,Philadelphia,40.9699889,-77.7278831
Pensacola International Airport,US,US-FL,Pensacola,27.7567667,-81.4639835
Pope Field,US,US-NC,Fayetteville,35.6729639,-79.0392919
Polk Army Air Field,US,US-LA,Fort Polk,39.7837304,-100.4458825
Dutchess County Airport,US,US-NY,Poughkeepsie,43.1561681,-75.8449946
Presque Isle International Airport,US,US-ME,Presque Isle,45.709097,-68.8590201
Paso Robles Municipal Airport,US,US-CA,Paso Robles,36.7014631,-118.7559974
Prescott Regional Airport - Ernest A. Love Field,US,US-AZ,Prescott,34.395342,-111.7632755
Cox Field,US,US-TX,Paris,31.8160381,-99.5120986
Tri Cities Airport,US,US-WA,Pasco,47.2868352,-120.2126139
Portsmouth International at Pease Airport,US,US-NH,Portsmouth,43.4849133,-71.6553992
Palm Springs International Airport,US,US-CA,Palm Springs,36.7014631,-118.7559974
Oakland County International Airport,US,US-MI,Pontiac,43.6211955,-84.6824346
Pullman Moscow Regional Airport,US,US-WA,Pullman/Moscow,47.2868352,-120.2126139
Theodore Francis Green State Airport,US,US-RI,Providence,41.7962409,-71.5992372
Provo Municipal Airport,US,US-UT,Provo,39.4225192,-111.7143584
Chicago Executive Airport,US,US-IL,Chicago/Prospect Heights/Wheeling,39.7837304,-100.4458825
Portland International Jetport,US,US-ME,Portland,45.709097,-68.8590201
Bremerton National Airport,US,US-WA,Bremerton,47.2868352,-120.2126139
Riverside Municipal Airport,US,US-CA,Riverside,36.7014631,-118.7559974
Rapid City Regional Airport,US,US-SD,Rapid City,44.6471761,-100.348761
Red Bluff Municipal Airport,US,US-CA,Red Bluff,36.7014631,-118.7559974
Ellsworth Air Force Base,US,US-SD,Rapid City,44.6471761,-100.348761
Redding Municipal Airport,US,US-CA,Redding,36.7014631,-118.7559974
Reading Regional Carl A Spaatz Field,US,US-PA,Reading,40.9699889,-77.7278831
Roberts Field,US,US-OR,Redmond,43.9792797,-120.737257
Grand Forks Air Force Base,US,US-ND,Grand Forks,47.6201461,-100.540737
Raleigh Durham International Airport,US,US-NC,Raleigh/Durham,35.6729639,-79.0392919
Chicago Rockford International Airport,US,US-IL,Chicago/Rockford,39.7837304,-100.4458825
Rhinelander Oneida County Airport,US,US-WI,Rhinelander,44.4308975,-89.6884637
Richmond International Airport,US,US-VA,Richmond,37.1232245,-78.4927721
Garfield County Regional Airport,US,US-CO,Rifle,38.7251776,-105.6077167
March ARB Airport,US,US-CA,Riverside,36.7014631,-118.7559974
Riverton Regional Airport,US,US-WY,Riverton,35.2667067,-89.1613591
Southwest Wyoming Regional Airport,US,US-WY,Rock Springs,35.2667067,-89.1613591
Griffiss International Airport,US,US-NY,Rome,43.1561681,-75.8449946
Richard B Russell Airport,US,US-GA,Rome,32.3293809,-83.1137366
Randolph Air Force Base,US,US-TX,Universal City,31.8160381,-99.5120986
New Richmond Regional Airport,US,US-WI,New Richmond,44.4308975,-89.6884637
Reno Tahoe International Airport,US,US-NV,Reno,39.5158825,-116.8537227
RoanokeÃ¢Â€Â“Blacksburg Regional Airport,US,US-VA,Roanoke,37.1232245,-78.4927721
Greater Rochester International Airport,US,US-NY,Rochester,43.1561681,-75.8449946
Roswell International Air Center Airport,US,US-NM,Roswell,34.5708167,-105.993007
Russell Municipal Airport,US,US-KS,Russell,38.27312,-98.5821872
Rochester International Airport,US,US-MN,Rochester,45.9896587,-94.6113288
Southwest Florida International Airport,US,US-FL,Fort Myers,27.7567667,-81.4639835
Rutland - Southern Vermont Regional Airport,US,US-VT,Rutland,44.5990718,-72.5002608
Richard Lloyd Jones Jr Airport,US,US-OK,Tulsa,34.9550817,-97.2684063
Redwood Falls Municipal Airport,US,US-MN,Redwood Falls,45.9896587,-94.6113288
Rocky Mount Wilson Regional Airport,US,US-NC,Rocky Mount,35.6729639,-79.0392919
Rawlins Municipal Airport/Harvey Field,US,US-WY,Rawlins,35.2667067,-89.1613591
Cobb County-Mc Collum Field,US,US-GA,Atlanta,32.3293809,-83.1137366
Sacramento Executive Airport,US,US-CA,Sacramento,36.7014631,-118.7559974
Santa Fe Municipal Airport,US,US-NM,Santa Fe,34.5708167,-105.993007
San Diego International Airport,US,US-CA,San Diego,36.7014631,-118.7559974
San Antonio International Airport,US,US-TX,San Antonio,31.8160381,-99.5120986
Savannah Hilton Head International Airport,US,US-GA,Savannah,32.3293809,-83.1137366
Sawyer International Airport,US,US-MI,Marquette,43.6211955,-84.6824346
Santa Barbara Municipal Airport,US,US-CA,Santa Barbara,36.7014631,-118.7559974
San Bernardino International Airport,US,US-CA,San Bernardino,36.7014631,-118.7559974
South Bend Regional Airport,US,US-IN,South Bend,43.9117351,-69.8079214
San Luis County Regional Airport,US,US-CA,San Luis Obispo,36.7014631,-118.7559974
Salisbury Ocean City Wicomico Regional Airport,US,US-MD,Salisbury,39.5162234,-76.9382069
Schenectady County Airport,US,US-NY,Schenectady,43.1561681,-75.8449946
Stockton Metropolitan Airport,US,US-CA,Stockton,36.7014631,-118.7559974
Louisville Muhammad Ali International Airport,US,US-KY,Louisville,37.5726028,-85.1551411
Brown Field Municipal Airport,US,US-CA,San Diego,36.7014631,-118.7559974
Sidney - Richland Regional Airport,US,US-MT,Sidney,47.3752671,-109.6387579
Seattle Tacoma International Airport,US,US-WA,Seattle,47.2868352,-120.2126139
Orlando Sanford International Airport,US,US-FL,Orlando,27.7567667,-81.4639835
