airport,latitude,longitude,municipality,country,country_code,city,state,postal_code,calling_code,timezone
Hendricks Field At West Creek Ranch Airport,38.70550155639648,-108.93699645996094,Gateway,United States,US-CO,,Colorado,81522,1,America/New_York
Link Field,29.69809913635254,-82.49140167236328,Alachua,United States,US-FL,,Florida,32606,1,America/New_York
Shands Cair Heliport,29.635499954223643,-82.35040283203125,Gainesville,United States,US-FL,Gainesville,Florida,32611,1,America/New_York
Zips Airport,33.45289993286133,-84.09519958496094,Mc Donough,United States,US-GA,,Georgia,30252,1,America/New_York
Davis County Hospital Heliport,40.7593002319336,-92.41549682617188,Bloomfield,United States,US-IA,,Iowa,52537,1,America/New_York
Woods Field,39.50510025024414,-86.0302963256836,Franklin,United States,US-IN,,Indiana,46131,1,America/New_York
Emerick Airport,42.18339920043945,-88.59449768066406,Marengo,United States,US-IL,Marengo,Illinois,60140:60152,1,America/New_York
Ropkey Field,39.89950200000001,-86.271698,Indianapolis,United States,US-IN,Indianapolis,Indiana,46278,1,America/New_York
Corn Alley Airport,40.7692985534668,-88.98310089111328,El Paso,United States,US-IL,,Illinois,61738,1,America/New_York
Hillside Airport,38.82109832763672,-94.60970306396484,Stilwell,United States,US-KS,Overland Park,Kansas,66224,1,America/New_York
5-D Ranch Airport,39.3283,-97.060898,Clay Center,United States,US-KS,,Kansas,,1,America/New_York
Harrison Memorial Hospital Heliport,38.3825,-84.278056,Cynthiana,United States,US-KY,Cynthiana,Kentucky,41031,1,America/New_York
Leonards Airfield & Indust Park Airport,29.964099884033203,-91.91210174560548,Delcambre,United States,US-LA,,Louisiana,70560,1,America/New_York
Providence Hospital Heliport,42.489167,-83.52194399999998,Novi,United States,US-MI,,Michigan,48374,1,America/New_York
Weideman International Airport,47.094398498535156,-91.6001968383789,Two Harbors,United States,US-MN,,Minnesota,,1,America/New_York
Heartland Hospital West Heliport,39.76940155029297,-94.8501968383789,St Joseph,United States,US-MO,St. Joseph,Missouri,64501,1,America/New_York
Wood Airport,35.836299896240234,-77.99639892578125,Wilson,United States,US-NC,,North Carolina,,1,America/New_York
Moellenkamp Airport,46.36520004272461,-97.72820281982422,Lisbon,United States,US-ND,,North Dakota,58054,1,America/New_York
Howell Township Police Heliport,40.17179870605469,-74.17849731445312,Farmingdale,United States,US-NJ,,New Jersey,07731,1,America/New_York
Shear Airport,43.2593,-78.9656,Youngstown,United States,US-NY,,New York,14174,1,America/New_York
White's Airport,39.70280075073242,-83.09390258789062,Darbyville,United States,US-OH,,Ohio,43113,1,America/New_York
Bowman Field,40.33509826660156,-83.13600158691406,Delaware,United States,US-OH,,Ohio,43066,1,America/New_York
Chandler Armory Heliport,35.717143,-96.890115,Chandler,United States,US-OK,,Oklahoma,74834,1,America/New_York
Mountaindale Airport,45.61650085449219,-123.0459976196289,Mountaindale,United States,US-OR,,Oregon,97106,1,America/New_York
Boyer Airport,40.322173,-76.100664,Wernersville,United States,US-PA,South Heidelberg Township,Pennsylvania,19565,1,America/New_York
Helicopter Services Heliport,40.508399963378906,-75.39409637451172,Coopersburg,United States,US-PA,,Pennsylvania,18036,1,America/New_York
Colville Municipal Airport,48.54389953613281,-117.88400268554688,Colville,United States,US-WA,Colville,Washington,99114,1,America/New_York
Barnett Airport,34.269500732421875,-99.51429748535156,Chillicothe,United States,US-TX,,Texas,,1,America/New_York
Flying S Ranch Airport,31.353500366210927,-95.20580291748048,Kennard,United States,US-TX,Kennard,Texas,75847,1,America/New_York
The America Tower Heliport,29.760799407958984,-95.39769744873048,Houston,United States,US-TX,Houston,Texas,77019-1999,1,America/New_York
Grosser Airport,29.7752,-98.578102,Bergheim,United States,US-TX,,Texas,,1,America/New_York
Mannboro Medical Center Heliport,37.2509994506836,-77.82140350341797,Mannboro,United States,US-VA,,Virginia,23002,1,America/New_York
Boyle R & D Airport,47.83330154418945,-117.27400207519531,Colbert,United States,US-WA,,Washington,,1,America/New_York
Flying H Airport,42.66579818725586,-89.73760223388672,Monroe,United States,US-WI,,Wisconsin,53504,1,America/New_York
Byram Ranch Airport,30.22410011291504,-98.2885971069336,Henly,United States,US-TX,,Texas,,1,America/New_York
Tyler Municipal Airport,44.29159927368164,-96.15029907226562,Tyler,United States,US-MN,Tyler,Minnesota,56113,1,America/New_York
Carpentiers Strip,61.43989944458008,-150.0260009765625,Point Mackenzie,United States,US-AK,,Alaska,,1,America/New_York
Lowrance Airport,35.61259841918945,-90.0208969116211,Driver,United States,US-AR,,Arkansas,,1,America/New_York
KTSP Heliport,33.448863,-112.081039,Phoenix,United States,US-AZ,Phoenix,Arizona,85007-2309,1,America/New_York
Vincent Airport,42.51835,-88.299258,Genoa City,United States,US-WI,,Wisconsin,53128,1,America/New_York
Tahoe Forest Hospital Heliport,39.32410049438477,-120.1999969482422,Truckee,United States,US-CA,,California,96161,1,America/New_York
Goodyear Blimp Base Airport,33.856399536132805,-118.2770004272461,Carson,United States,US-CA,Carson,California,90248,1,America/New_York
Sunrise Dusters Airport,38.816601,-121.700996,Knights Landing,United States,US-CA,,California,95645,1,America/New_York
Cholla Airport,37.755556,-104.756389,Walsenburg,United States,US-CO,,Colorado,,1,America/New_York
Woodstock Airport,41.92150115966797,-71.9529037475586,South Woodstock,United States,US-CT,,Connecticut,06281,1,America/New_York
Bayhealth Medical Center Heliport,39.150316,-75.524458,Dover,United States,US-DE,Dover,Delaware,19901,1,America/New_York
Alvie Cole Ranch Airport,31.643801,-100.970001,Sterling City,United States,US-TX,,Texas,,1,America/New_York
Naked Lady Ranch Airport,27.14279937744141,-80.33779907226562,Stuart,United States,US-FL,,Florida,34990,1,America/New_York
St Marys Hospital Heliport,26.75670051574707,-80.06109619140625,West Palm Beach,United States,US-FL,,Florida,33407,1,America/New_York
District Vi Heliport,25.7818835202,-80.37752352650001,Miami,United States,US-FL,,Florida,33172,1,America/New_York
Page Regional Airport,47.169701,-97.4804,Page,United States,US-ND,,North Dakota,,1,America/New_York
Big 'T' Airport,33.28350067138672,-84.53880310058594,Senoia,United States,US-GA,,Georgia,30276,1,America/New_York
Lee Bottom Airport,38.631198883056996,-85.443603515625,Hanover,United States,US-IN,,Indiana,47243,1,America/New_York
The Lutheran Hospital of Indiana Heliport,41.040000915527344,-85.24800109863281,Fort Wayne,United States,US-IN,Fort Wayne,Indiana,46804,1,America/New_York
Walpole Airport,42.24169921875,-88.66680145263672,Marengo,United States,US-IL,,Illinois,,1,America/New_York
Peacock Farms Airport,40.43479919433594,-85.62550354003906,Fairmount,United States,US-IN,,Indiana,46928,1,America/New_York
Precision Chrome Heliport,42.38970184326172,-88.18150329589844,Fox Lake,United States,US-IL,,Illinois,60020,1,America/New_York
Hemp Ridge Airport,38.153099060058594,-85.1187973022461,Shelbyville,United States,US-KY,,Kentucky,,1,America/New_York
Med-South Heliport,30.472400665283203,-92.0801010131836,Opelousas,United States,US-LA,,Louisiana,70570,1,America/New_York
Rose Nr 3 Heliport,41.8125,-87.66310119628906,Chicago,United States,US-IL,Chicago,Illinois,60609,1,America/New_York
Dave Libby Heliport,43.739200592041016,-70.31289672851561,Falmouth,United States,US-ME,,Maine,04105,1,America/New_York
Ti Heliport,42.66469955444336,-83.01219940185547,Utica,United States,US-MI,,Michigan,48315,1,America/New_York
Svard Heliport,45.04280090332031,-93.43270111083984,Plymouth,United States,US-MN,Plymouth,Minnesota,55442,1,America/New_York
Booze Island Airport,39.66529846191406,-95.01329803466795,St Joseph,United States,US-MO,,Missouri,,1,America/New_York
Fields Airport,35.90190124511719,-79.77249908447266,Pleasant Garden,United States,US-NC,,North Carolina,27313,1,America/New_York
Z. P. Field,46.85079956054688,-101.0749969482422,Mandan,United States,US-ND,,North Dakota,,1,America/New_York
Seward Memorial Hospital Heliport,40.90969848632813,-97.0905990600586,Seward,United States,US-NE,Seward,Nebraska,68434,1,America/New_York
Verizon - CDC II Heliport,40.23816,-74.318539,Freehold Township,United States,US-NJ,,New Jersey,07728,1,America/New_York
St Rose Dominican San Martin Campus Heliport,36.058242,-115.273114,Las Vegas,United States,US-NV,,Nevada,89113,1,America/New_York
Hemlock Run Airport,42.367298,-76.931097,Watkins Glen,United States,US-NY,,New York,14891,1,America/New_York
Antone Ranch Airport,44.493436,-119.843686,Mitchell,United States,US-OR,,Oregon,,1,America/New_York
O K Dies Airport,40.898701,-80.929298,Salem,United States,US-OH,,Ohio,44619,1,America/New_York
Ponderosa Heliport,40.9822998046875,-80.95790100097656,Salem,United States,US-OH,,Ohio,44449,1,America/New_York
Cordell Memorial Hospital Heliport,35.300899505615234,-98.9884033203125,Cordell,United States,US-OK,New Cordell,Oklahoma,73632,1,America/New_York
Plum Valley Airport,45.03369903564453,-123.1719970703125,Amity,United States,US-OR,,Oregon,,1,America/New_York
J C Blair Memorial Hospital Heliport,40.49369812011719,-78.0093994140625,Huntingdon,United States,US-PA,,Pennsylvania,16652,1,America/New_York
Hershey Medical Center Heliport,40.26470184326172,-76.67500305175781,Hershey,United States,US-PA,,Pennsylvania,17036,1,America/New_York
Galvestonian Heliport,29.333599090576172,-94.7335968017578,Galveston,United States,US-TX,Galveston,Texas,77555,1,America/New_York
Apache Springs Airport,30.159034,-99.337209,Kerrville,United States,US-TX,,Texas,78025:78631,1,America/New_York
CHI Baylor St Luke's Medical Center Heliport,29.707686,-95.399292,Houston,United States,US-TX,Houston,Texas,77030,1,America/New_York
North Central Baptist Hospital Heliport,29.61968333,-98.492825,San Antonio,United States,US-TX,San Antonio,Texas,78258,1,America/New_York
Wallace Municipal Airport,40.83219909667969,-101.16400146484376,Wallace,United States,US-NE,,Nebraska,69169,1,America/New_York
Creeds Heliport,36.60490036010742,-76.00440216064453,Virginia Beach,United States,US-VA,Virginia Beach,Virginia,23457,1,America/New_York
Everett I Heliport,47.5833015442,-122.16799926799999,Bellevue,United States,US-WA,Bellevue,Washington,98005,1,America/New_York
Sky Diving Airport,44.040782,-88.69885,Omro,United States,US-WI,,Wisconsin,54963,1,America/New_York
Wadley Regional Medical Center Heliport,32.429298400878906,-94.03910064697266,Texarkana,United States,US-TX,,Louisiana,,1,America/New_York
Mcdonald Ridge Airport,61.5605010986,-149.36900329600002,Wasilla,United States,US-AK,,Alaska,99654,1,America/New_York
Bernard Manor Airport,35.22650146484375,-90.46540069580078,Earle,United States,US-AR,,Arkansas,72331,1,America/New_York
Carondelet St Mary's Hospital Helistop,32.22829,-110.999385,Tucson,United States,US-AZ,Tucson,Arizona,85745,1,America/New_York
Lubec Municipal Airport,44.83660125732422,-67.02700042724611,Lubec,United States,US-ME,,Maine,04652,1,America/New_York
Sce San Joaquin Heliport,36.18220138549805,-119.33399963378906,Tulare,United States,US-CA,,California,93274,1,America/New_York
Al Divine Airport,36.51440048217773,-119.76399993896484,Caruthers,United States,US-CA,,California,93609,1,America/New_York
Bottimore Ranch Airport,38.3041,-121.250999,Herald,United States,US-CA,,California,95638,1,America/New_York
Wkr Airport,40.52080154418945,-104.96700286865234,Fort Collins,United States,US-CO,,Colorado,80547,1,America/New_York
Physicians Regional Medical Center Heliport,26.2143889,-81.7316556,Naples,United States,US-FL,,Florida,34119,1,America/New_York
Yellow Whirley Bird Heliport,30.19890022277832,-85.82830047607422,Panama City Beach,United States,US-FL,,Florida,32407,1,America/New_York
"Floridian National Golf Club, LLC Heliport",27.208599,-80.291398,Stuart,United States,US-FL,Port St. Lucie,Florida,34990,1,America/New_York
Maple Grove Airport,42.71730041503906,-84.0625,Fowlerville,United States,US-MI,,Michigan,48836,1,America/New_York
Morris Army Airfield,33.615002000000004,-84.346389,Fort Gillem,United States,US-GA,,Georgia,30297,1,America/New_York
Far Field,42.200904,-88.622299,Marengo,United States,US-IL,Marengo,Illinois,60152,1,America/New_York
Wells County Sheriff's Department Heliport,40.7338981628418,-85.19609832763672,Bluffton,United States,US-IN,Bluffton,Indiana,46714,1,America/New_York
Frings Airport,41.02389907836914,-88.98370361328125,Leeds,United States,US-IL,,Illinois,61364,1,America/New_York
Griffith Field,39.50783300000001,-98.586167,Downs,United States,US-KS,,Kansas,67437,1,America/New_York
Arh Heliport,36.60950088500977,-83.74210357666016,Middlesboro,United States,US-KY,Middlesborough,Kentucky,42965,1,America/New_York
Southern Seaplane Airport,29.866100311300002,-90.02220153809998,Belle Chasse,United States,US-LA,,Louisiana,70037,1,America/New_York
Jet Pad Heliport,42.680556,-84.526667,Lansing,United States,US-MI,Lansing,Michigan,48911,1,America/New_York
Ricks Field,45.9640998840332,-96.1498031616211,Wendell,United States,US-MN,,Minnesota,,1,America/New_York
Deaconess Hospital Heliport,38.629798889160156,-90.28820037841795,St Louis,United States,US-MO,St. Louis,Missouri,63139,1,America/New_York
Scenic Overlook B & B Heliport,36.34830093383789,-80.4542007446289,Pilot Mountain,United States,US-NC,,North Carolina,27041,1,America/New_York
Tucker Farm Heliport,43.208861,-71.91630500000002,Bradford,United States,US-NH,,New Hampshire,03244,1,America/New_York
Triangle Heliport,40.468201,-74.466797,New Brunswick,United States,US-NJ,,New Jersey,08902,1,America/New_York
Curtis and Curtis Airport,34.726699829101555,-103.61000061035156,Forrest,United States,US-NM,,New Mexico,,1,America/New_York
Chautauqua Lake Airpark,42.28390121459961,-79.44390106201172,Mayville,United States,US-NY,,New York,14784,1,America/New_York
Wiita Farms Airport,41.07170104980469,-81.7511978149414,Sharon Center,United States,US-OH,,Ohio,44281,1,America/New_York
Bass Heliport,41.54669952392578,-81.22589874267578,Chardon,United States,US-OH,,Ohio,44024,1,America/New_York
Lakemont Shores Heliport,36.46670150756836,-94.90019989013672,Disney,United States,US-OK,,Oklahoma,,1,America/New_York
Timberland Shop Heliport,42.20539855957031,-122.63400268554688,Ashland,United States,US-OR,,Oregon,95520,1,America/New_York
Cherry Valley Airport,40.89590072631836,-75.29630279541016,Saylorsburg,United States,US-PA,Hamilton Township,Pennsylvania,18354,1,America/New_York
Flying C Ranch Airport,30.343299865722656,-96.30719757080078,Independence,United States,US-TX,,Texas,77833,1,America/New_York
Windwood Farm Airport,33.568166999999995,-96.397167,Bells,United States,US-TX,,Texas,75414,1,America/New_York
Roach Farm Airport,36.33420181274414,-82.66169738769531,Fall Branch,United States,US-TN,,Tennessee,37656,1,America/New_York
Becker Airport,33.402301,-97.670898,Alvord,United States,US-TX,,Texas,76225,1,America/New_York
Flying Eagle Ranch Airport,31.775133,-105.431317,Salt Flat,United States,US-TX,,Texas,79984,1,America/New_York
Nat'l Hosp For Orthopaedics/Rehabilitation Heliport,38.8480987549,-77.07689666750002,Arlington,United States,US-VA,Arlington,Virginia,22202,1,America/New_York
Wissler's Airport,46.84040069580078,-122.91600036621094,Tenino,United States,US-WA,,Washington,,1,America/New_York
Dulmes Field,43.619202,-87.821999,Oostburg,United States,US-WI,,Wisconsin,53070,1,America/New_York
Whoopy Hollow Aerodrome,42.67639923095703,-89.93800354003906,Wiota,United States,US-WI,,Wisconsin,53504,1,America/New_York
Birdnest Airport,32.223201751708984,-97.28170013427734,Parker,United States,US-TX,,Texas,76636,1,America/New_York
June Lake Seaplane Base,61.63,-149.569167,Wasilla,United States,US-AK,,Alaska,79654,1,America/New_York
Banner Desert Medical Center Heliport,33.3922996521,-111.87699890100001,Mesa,United States,US-AZ,Mesa,Arizona,,1,America/New_York
Gillespie Field,45.029622,-67.365967,Meddybemps,United States,US-ME,,Maine,,1,America/New_York
Rancho San Simeon Airport,35.60770034790039,-121.11000061035156,Cambria,United States,US-CA,,California,93452,1,America/New_York
Triangle T Ranch Airport,36.99860000610352,-120.46499633789062,Chowchilla,United States,US-CA,,California,,1,America/New_York
