company_name,company_category
6 Scan Software Limited,Information Technology
Idea Cellar Limited,Information Technology
Tech2Spec Ltd,Information Technology
Athenax Limited,Information Technology
Techjam Ltd,Information Technology
Trend Care Systems (UK) Ltd,Information Technology
Sapphire Arts Limited,Information Technology
Tapdeck Limited,Information Technology
E Assist Ltd,Information Technology
Sonobi Limited,Information Technology
Incuto Limited,Information Technology
Cmagee Ltd,Information Technology
Museum Games Limited,Information Technology
Innovative Business Processes Ltd,Information Technology
Wercker Ltd,Information Technology
Hiero Limited,Information Technology
Aditi & Co Limited,Information Technology
Transreport Limited,Information Technology
Sam Heather Ltd,Information Technology
Airburo Limited,Information Technology
Up Touch Ltd,Information Technology
Predicto.Ai UK Limited,Information Technology
Luke Byrne Limited,Information Technology
Softsolmart Limited,Information Technology
Surrey Software Limited,Information Technology
Inreach Data Limited,Information Technology
Clover Education Technology Limited,Information Technology
Fieldsmartr Limited,Information Technology
Pcproinspect Limited,Information Technology
A-Mazesoft Ltd,Information Technology
Kunda Consulting Limited,Information Technology
Prept Limited,Information Technology
Pulse Systems Ltd,Information Technology
Knc Consulting Limited,Information Technology
Igb Global Ltd,Information Technology
Beaconsoft Limited,Information Technology
E-Quality Technical Services Limited,Information Technology
Inforflow Limited,Information Technology
Mfbx9Da4 Limited,Information Technology
Phase Squared Limited,Information Technology
Kenk Ltd,Information Technology
Sk Greenfield Solutions Ltd,Information Technology
Douglas-White & Gosai Limited,Information Technology
Shaun English Ltd,Information Technology
Tot Ei Limited,Information Technology
Concured Limited,Information Technology
Wesley Warner Limited,Information Technology
S. Ismail Consulting Limited,Information Technology
Blacklight Systems Ltd,Information Technology
Gearset Limited,Information Technology
Capturehub Limited,Information Technology
Robeau Ltd,Information Technology
I W Software Ltd,Information Technology
Wagonex Limited,Information Technology
Rubix Partnerships Limited,Information Technology
Littledata Consulting Limited,Information Technology
Igirisu Ltd,Information Technology
Pzam Ltd,Information Technology
El Cousens Limited,Information Technology
Cynmel Consulting Ltd,Information Technology
Bright Mobile Apps Ltd,Information Technology
Fraser Technical Limited,Information Technology
Design & Make It Limited,Information Technology
Bealine Solutions Limited,Information Technology
Nettle Services Ltd,Information Technology
Stamford Evans Ltd,Information Technology
Dataplast Ltd.,Information Technology
Software Cloud Limited,Information Technology
Kuro Kin Limited,Information Technology
Lexiqa Limited,Information Technology
Expertest Consultancy Limited,Information Technology
Jita Ltd,Information Technology
Dogbook App Limited,Information Technology
Codeteasers Limited,Information Technology
Paul Hughes Engineering Ltd,Information Technology
Sensely UK Limited,Information Technology
Racso Consulting Limited,Information Technology
Aero Interactive Ltd,Information Technology
Future Health Works Ltd,Information Technology
Websy Limited,Information Technology
Importal Technologies Limited,Information Technology
Kalo Industries Ltd,Information Technology
Sanity Os Ltd,Information Technology
Expertusit Ltd,Information Technology
Ryalto Ltd,Information Technology
Grace Software Consulting UK Ltd.,Information Technology
Actioncy Ltd,Information Technology
Zan Design Limited,Information Technology
Premier Pro Ltd,Information Technology
Sgoc Limited,Information Technology
Pic Technologies Limited,Information Technology
Inivitiv.Com Ltd,Information Technology
Mercenary Coding Limited,Information Technology
Skycrane Technologies Limited,Information Technology
Forever Worldwide Limited,Information Technology
Larrange Ltd,Information Technology
Andrew Thomas Consults Ltd,Information Technology
Eb App Ltd,Information Technology
Jamie Magique Limited,Information Technology
Bitnet Solutions Ltd,Information Technology
Mg Invest Ltd,Information Technology
Sym-Sys Ltd,Information Technology
Code Pushers Ltd,Information Technology
Purrmetrix Limited,Information Technology
Exate Technology Limited,Information Technology
The App Nest Limited,Information Technology
Wantax Ltd,Information Technology
Spinview UK Limited,Information Technology
Jetlookup Ltd,Information Technology
Brb Technology Ltd,Information Technology
Blocksure Limited,Information Technology
Web Search Media Ltd,Information Technology
Crm Nucleus Ltd,Information Technology
Create Oss Innovate Ltd,Information Technology
Ertware Ltd,Information Technology
Delphi Technologies Ltd.,Information Technology
Oxford Engineering Consultancy Ltd,Information Technology
Infinity Ventures 360 Ltd,Information Technology
Metanode Ltd,Information Technology
District5 Ltd,Information Technology
Steven Hills Ltd,Information Technology
Astill Enterprises Limited,Information Technology
Entitylink Limited,Information Technology
C Folio Limited,Information Technology
Lifejak Ltd,Information Technology
Cats Eyez Ltd,Information Technology
Gmb Technology Limited,Information Technology
Arissian Ltd,Information Technology
Delivery Matters Ltd,Information Technology
Coffee Cup Solutions Limited,Information Technology
Ampd Media Ltd,Information Technology
Spearhead Infotech Ltd,Information Technology
Icloud Softech Limited,Information Technology
Pho Consulting Ltd.,Information Technology
Time Hawk Limited,Information Technology
Cybertonica Ltd,Information Technology
Kaizapp Limited,Information Technology
Three Hearts Digital Ltd,Information Technology
Pixel Sandwich Ltd,Information Technology
Axsillor Consultancy Limited,Information Technology
Cr Training Limited,Information Technology
Mishipay Ltd.,Information Technology
Riskpoint London Limited,Information Technology
Phoenix UK It Consulting Services Ltd,Information Technology
Createk Labs Ltd,Information Technology
Stacksoft Ltd,Information Technology
Exeva Limited,Information Technology
Cin7 UK Limited,Information Technology
Somecrazy Limited,Information Technology
Nomad Ai Ltd,Information Technology
Vantage Epos Limited,Information Technology
Innov8 Software Systems Limited,Information Technology
Chiswick Forest Limited,Information Technology
Deltaclass Technology Solutions Limited,Information Technology
Astral Ip Limited,Information Technology
Smith Dev Ltd,Information Technology
Smap Energy Limited,Information Technology
Oh Candy Limited,Information Technology
Fields Road Practice Limited,Information Technology
Aguais & Associates Ltd,Information Technology
B Plus Plus Ltd.,Information Technology
Dadalar It Software Solutions Consultancy Limited,Information Technology
Web Coder Pro Ltd,Information Technology
Code Crew Ltd,Information Technology
Cocare Systems Limited,Information Technology
Warp Digital Entertainment Limited,Information Technology
Webranges Technology Solutions Limited,Information Technology
2Am Creations Limited,Information Technology
Encycle Technologies Limited,Information Technology
Be Application Development Ltd,Information Technology
Grid Edge Limited,Information Technology
World Eye Solutions Limited,Information Technology
Planlogic Software Limited,Information Technology
Complete Analytics Limited,Information Technology
Ypsilon Software Limited,Information Technology
Predictron Labs Ltd,Information Technology
Votisky Limited,Information Technology
Sendspend Limited,Information Technology
Villa Straylight Ltd,Information Technology
Carbonnv Limited,Information Technology
Oakborne Research Limited,Information Technology
Amv Software Ltd,Information Technology
Mindmap Technology Limited,Information Technology
1045 Automation Ltd,Information Technology
Surrey Tech Ltd,Information Technology
Northcoders Limited,Information Technology
Softoid Solutions Limited,Information Technology
Apac Systems Limited,Information Technology
Barima Ltd,Information Technology
Aerobit Health Limited,Information Technology
Buddha Technologies Limited,Information Technology
Yes Bananas Software Limited,Information Technology
Squad Four Limited,Information Technology
Tweir Solutions Ltd,Information Technology
Spreely Ltd,Information Technology
Copa Fin Limited,Information Technology
Visualfeedback Limited,Information Technology
Monolabs Ltd,Information Technology
Smart Software Initiative Ltd,Information Technology
Grandline Studios Limited,Information Technology
Sabre Management Services Limited,Information Technology
Receipt Tracker Limited,Information Technology
Donorfy Limited,Information Technology
Aspidistra Holdings Limited,Information Technology
Uniondeb Limited,Information Technology
Bright Bulb Consultancy Ltd,Information Technology
Ruby Road Limited,Information Technology
Petagene Ltd,Information Technology
Coding Digital Limited,Information Technology
Marianta Ltd,Information Technology
Maasy Limited,Information Technology
Pigeonpoop Limited,Information Technology
Out Standard Ltd,Information Technology
Dark White Digital Ltd,Information Technology
Underscore Software Ltd,Information Technology
Neon Creative Technology Limited,Information Technology
Alice And The Duck Ltd,Information Technology
Source Code Software Limited,Information Technology
Quick Consign Ltd,Information Technology
Ante Development Ltd,Information Technology
Kong Consulting Limited,Information Technology
Tenant Applications Online Ltd,Information Technology
Juro Online Limited,Information Technology
Jamhot Industries Limited,Information Technology
Travel Innovations Limited,Information Technology
Cd It Contracting Limited,Information Technology
Benix Ltd,Information Technology
Aenad Limited,Information Technology
Talentbases Ltd,Information Technology
Cundle Urban Limited,Information Technology
63Digital Limited,Information Technology
White Wolf Development Ltd,Information Technology
Becfix It Services Ltd,Information Technology
Octafinity Ltd,Information Technology
Madstat Ltd,Information Technology
Rhino Software Ltd,Information Technology
Remitradar Ltd,Information Technology
Trade10 Ltd,Information Technology
Sos Creativity Ltd,Information Technology
Courtney Mclean Graphic Design Limited,Information Technology
Golden Spiral Technology Limited,Information Technology
Ikee Ltd,Information Technology
Future Cognition Ltd,Information Technology
Anyvan Pro Limited,Information Technology
Flg Software Limited,Information Technology
Icosmetic Limited,Information Technology
Letzbefriends Limited,Information Technology
Liquid Light Group Limited,Information Technology
Coded Media Ltd,Information Technology
Codefix Ltd,Information Technology
Vatecure Limited,Information Technology
Knowles Software Limited,Information Technology
Knf Trading Limited,Information Technology
Zorall.Org Ltd,Information Technology
Astrocyte Neurex Limited,Information Technology
Sphere Secure Workspace Ltd,Information Technology
Signum-Health Ltd,Information Technology
